date,estimated_units_sold,last_known_price
2025-06-26,111,3.52
2025-06-27,110,3.52
2025-06-28,105,3.52
2025-06-29,102,3.52
2025-06-30,95,3.52
2025-07-01,99,3.52
2025-07-02,96,3.52
2025-07-03,101,3.52
2025-07-04,98,3.52
2025-07-05,99,3.52
2025-07-06,100,3.52
2025-07-07,106,3.52
2025-07-08,103,3.52
2025-07-09,107,3.52
2025-07-10,86,3.52
2025-07-11,80,3.52
2025-07-12,82,3.86
2025-07-13,84,3.52
2025-07-14,79,3.52
2025-07-15,92,3.52
2025-07-16,92,3.52
2025-07-17,93,3.52
2025-07-18,97,3.52
2025-07-19,94,3.86
