date,estimated_units_sold,last_known_price
2025-04-08,70,7
2025-04-09,66,7
2025-04-10,64,7
2025-04-11,58,7
2025-04-12,47,7
2025-04-13,51,7
2025-04-14,56,6.58
2025-04-15,52,6.58
2025-04-16,64,6.58
2025-04-17,59,6.58
2025-04-18,58,6.58
2025-04-19,45,6.93
2025-04-20,55,6.93
2025-04-21,46,6.93
2025-04-22,59,6.93
2025-04-23,43,6.93
2025-04-24,47,7
2025-04-25,46,7
2025-04-26,51,7
2025-04-27,53,7
2025-04-28,66,7
2025-04-29,62,7
2025-04-30,73,7
2025-05-01,65,7
2025-05-02,66,7
2025-05-03,65,7
2025-05-04,56,7
2025-05-05,57,7
2025-05-06,55,7
2025-05-07,56,5.99
2025-05-08,56,5.99
2025-05-09,56,7
2025-05-10,53,7
2025-05-11,55,7
2025-05-12,48,7
2025-05-13,59,7
2025-05-14,60,7
2025-05-15,61,7
2025-05-16,59,7
2025-05-17,60,7
2025-05-18,56,7
2025-05-19,59,7
2025-05-20,59,7
2025-05-21,62,7
2025-05-22,62,7
2025-05-23,57,7
2025-05-24,61,7
2025-05-25,64,7
2025-05-26,64,7
2025-05-27,58,7
2025-05-28,58,7
2025-05-29,58,7
2025-05-30,60,6.91
2025-05-31,61,6.91
2025-06-01,61,6.91
2025-06-02,65,6.9
2025-06-03,70,6.86
2025-06-04,66,6.57
2025-06-05,67,6.86
2025-06-06,68,7
2025-06-07,69,6.99
2025-06-08,69,7
2025-06-09,66,6.73
2025-06-10,63,7
2025-06-11,63,7
2025-06-12,58,7
2025-06-13,60,7
2025-06-14,63,7
2025-06-15,65,6.99
2025-06-16,62,6.97
2025-06-17,62,6.72
2025-06-18,55,6.72
2025-06-19,65,6.72
2025-06-20,64,7
2025-06-21,56,7
2025-06-22,59,7
2025-06-23,61,7
2025-06-24,59,7
2025-06-25,58,7
2025-06-26,60,7
2025-06-27,63,7
2025-06-28,62,7
2025-06-29,63,7
2025-06-30,53,7
2025-07-01,49,7
2025-07-02,49,7
2025-07-03,50,7
2025-07-04,51,7
2025-07-05,54,7
2025-07-06,50,7
2025-07-07,49,7
2025-07-08,50,7
2025-07-09,53,7
2025-07-10,42,7
2025-07-11,40,7
2025-07-12,39,7
2025-07-13,39,7
2025-07-14,43,7
2025-07-15,48,7
2025-07-16,47,7
2025-07-17,49,7
2025-07-18,52,7
2025-07-19,55,7
