asin,name,brand,price,rating,total_ratings,file_source,amperag_capac,amperag_capac_origin,batteri_includ,batteri_includ_origin,batteri_requir,batteri_requir_origin,best_seller_rank,best_seller_rank_origin,bestsellersrank,bestsellersrank_origin,cabletyp,cabletyp_origin,certification,certification_origin,color,color_origin,compatibledevic,compatibledevic_origin,conductor,conductor_origin,conductor_count,conductor_count_origin,connector_type,connector_type_origin,connectorgend,connectorgend_origin,connectortyp,connectortyp_origin,contact_material,contact_material_origin,countryoforigin,countryoforigin_origin,current,current_origin,custom_review,custom_review_origin,customerreview,customerreview_origin,date_first_avail,date_first_avail_origin,datefirstavail,datefirstavail_origin,descript,descript_origin,dimensions,dimensions_origin,ethernetcablecategori,ethernetcablecategori_origin,finish,finish_origin,finish_type,finish_type_origin,finishtyp,finishtyp_origin,gauge,gauge_origin,includ_compon,includ_compon_origin,includ_s,includ_s_origin,inputcurr,inputcurr_origin,instal_method,instal_method_origin,installationtyp,installationtyp_origin,insulation_material,insulation_material_origin,is_discontinu_by_manufactur,is_discontinu_by_manufactur_origin,isdiscontinuedbymanufactur,isdiscontinuedbymanufactur_origin,item_packag_quantiti,item_packag_quantiti_origin,length,length_origin,manufacturer,manufacturer_origin,material,material_origin,measur_system,measur_system_origin,model,model_origin,no_of_wire,no_of_wire_origin,noofwir,noofwir_origin,number_of_item,number_of_item_origin,number_of_piec,number_of_piec_origin,package_weight,package_weight_origin,pattern,pattern_origin,plug_format,plug_format_origin,power_sourc,power_sourc_origin,shape,shape_origin,size,size_origin,specif_met,specif_met_origin,strands,strands_origin,stud_size,stud_size_origin,studsiz,studsiz_origin,style,style_origin,suggest_user,suggest_user_origin,switch_style,switch_style_origin,temperatur_rate,temperatur_rate_origin,temperature,temperature_origin,termin,termin_origin,unit_count,unit_count_origin,upc,upc_origin,usag,usag_origin,variant_size,variant_size_origin,voltage,voltage_origin,voltage_rating,voltage_rating_origin,wattag,wattag_origin,wire_count,wire_count_origin
B000BQT7EI,"The Hillman Group 123132 24 Gauge Galvanized Wire, 100-Feet, 1-Pack",Hillman,7.17,4.5,93.0,B000BQT7EI_product_details.json,,,,,,,"#298,067 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement) #1,408 in Electrical Wire","{'details_table': '#298,067 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement) #1,408 in Electrical Wire'}",,,,,,,Silver,"{'overview': 'Silver', 'details_table': 'Silver'}",,,,,,,,,,,,,,,,,,,"4.5  4.5 out of 5 stars    
    93 ratings   


 4.5 out of 5 stars",{'details_table': '4.5  4.5 out of 5 stars    \n    93 ratings   \n\n\n 4.5 out of 5 stars'},,,"July 3, 2006","{'details_table': 'July 3, 2006'}",,,Warranty,{'details_table': 'Warranty'},0.94 x 3.49 x 4.74 inches,{'details_table': '0.94 x 3.49 x 4.74 inches'},,,,,Polished,{'details_table': 'Polished'},Polished,{'overview': 'Polished'},⚠️CONFLICT⚠️ 24.0,"{'overview': '24.0', 'details_table': '24.0', 'features': '24'}","The Hillman Group 123132 24 Gauge Galvanized Wire, 100-Feet, 1-Pack","{'details_table': 'The Hillman Group 123132 24 Gauge Galvanized Wire, 100-Feet, 1-Pack'}",,,,,,,,,,,,,,,,,100 Feet,{'details_table': '100 Feet'},The Hillman Group,{'details_table': 'The Hillman Group'},⚠️CONFLICT⚠️ Alloy Steel,"{'overview': 'AlloySteel', 'details_table': 'Alloy Steel', 'features': 'Galvanized'}",,,123132,{'details_table': '123132'},,,,,1,{'details_table': '1'},,,0.07 Kilograms,{'details_table': '0.07 Kilograms'},,,,,,,,,Pack of 1,{'details_table': 'Pack of 1'},,,,,,,,,,,unisex-adult,{'details_table': 'unisex-adult'},,,,,,,,,,,00038902394248,{'details_table': '00038902394248'},,,,,,,,,,,,
B07DGD2PVF,"Mixed 550 Feet of Nichrome 80 Wire 22,24,26,28,30,32,34,36 Gauge Pack",MasterWireSupply,,4.6,272.0,B07DGD2PVF_product_details.json,,,,,,,,,"#521,056inTools&HomeImprovement(SeeTop100inTools&HomeImprovement)#2,365inElectricalWire","{'details_table': '#521,056inTools&HomeImprovement(SeeTop100inTools&HomeImprovement)#2,365inElectricalWire'}",,,,,Black,{'overview': 'Black'},,,,,SingleStrand,{'overview': 'SingleStrand'},,,,,,,,,,,,,,,4.64.6outof5stars272ratings,{'details_table': '4.64.6outof5stars272ratings'},,,"June1,2018","{'details_table': 'June1,2018'}",,,6.8x3.4x3.4inches;10.41ounces,{'details_table': '6.8x3.4x3.4inches;10.41ounces'},,,,,,,,,⚠️CONFLICT⚠️ 36.0,"{'overview': '36.0', 'features': '30'}",,,,,,,,,,,,,,,No,{'details_table': 'No'},,,550,{'features': '550'},MasterWireSupply,{'details_table': 'MasterWireSupply'},Nichrome,{'overview': 'Nichrome'},,,CoolerFive,{'details_table': 'CoolerFive'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,{'features': '50'},,,,,,,80,{'features': '80'}
B0CSPV6WJY,"18/6 50Ft. NATIONAL Wire&Cable Thermostat Doorbell HVAC Heating Control Professional Cable Wire - Made in USA - 100% Solid Copper Conductors, CL2 ETL Listed, Low Voltage Applications Use",NATIONALWire&Cable,31.99,4.7,161.0,B0CSPV6WJY_product_details.json,,,,,,,,,"#30,130inTools&HomeImprovement(SeeTop100inTools&HomeImprovement)#155inElectricalWire","{'details_table': '#30,130inTools&HomeImprovement(SeeTop100inTools&HomeImprovement)#155inElectricalWire'}",,,,,Brown,{'overview': 'Brown'},,,10,{'from_the_manufacturer': '10'},⚠️CONFLICT⚠️ 18,"{'overview': '18', 'variant_info': '8'}",,,,,,,,,USA,{'details_table': 'USA'},,,,,4.74.7outof5stars161ratings,{'details_table': '4.74.7outof5stars161ratings'},,,"January18,2024","{'details_table': 'January18,2024'}",,,8.07x7.99x2.17inches;2.07Pounds,{'details_table': '8.07x7.99x2.17inches;2.07Pounds'},,,,,,,,,⚠️CONFLICT⚠️ 18,"{'variant_info': '18', 'variants': '20'}",,,,,,,,,,,,,,,,,,,,,NATIONALWire&Cable,{'details_table': 'NATIONALWire&Cable'},⚠️CONFLICT⚠️ Copper,"{'overview': 'Copper', 'from_the_manufacturer': 'copper', 'features': 'Copper'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240Volts,{'overview': '240Volts'},,,,,,
B07H9DN8SP,"SOOW 10/3 Bulk Cable - SOOW Jacket, 30 Amps, 3 Wire, 600v - Water and Oil Resistant (10)",ACDC,31.85,4.2,138.0,B07H9F7WWZ_product_details.json,,,,,,,"#231,209 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement) #1,149 in Electrical Wire","{'details_table': '#231,209 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement) #1,149 in Electrical Wire'}",,,,,,,Black,"{'overview': 'Black', 'details_table': 'Black'}",,,,,104,"{'overview': '104', 'details_table': '104'}",,,,,,,,,,,30,{'features': '30'},"4.2  4.2 out of 5 stars    
    138 ratings   


 4.2 out of 5 stars",{'details_table': '4.2  4.2 out of 5 stars    \n    138 ratings   \n\n\n 4.2 out of 5 stars'},,,,,,,,,11.46 x 11.3 x 3.7 inches,{'details_table': '11.46 x 11.3 x 3.7 inches'},,,,,,,,,10.0,"{'overview': '10.0', 'details_table': '10.0'}",,,,,,,,,,,,,No,{'details_table': 'No'},,,,,,,,,Copper,"{'overview': 'Copper', 'details_table': 'Copper'}",,,,,3,{'details_table': '3'},,,,,,,3.53 pounds,{'details_table': '3.53 pounds'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681087971157,{'details_table': '681087971157'},,,,,⚠️CONFLICT⚠️ 600 Volts,"{'details_table': '600 Volts', 'features': '600'}",,,,,,
B09XFBRVYX,"LUG2-14ADQ2 Southwire Mechanical Lug, 2PK",Southwire,4.5,4.7,106.0,B09XFBRVYX_product_details.json,,,,,No,{'details_table': 'No'},"#95,134 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement) #503 in Electrical Wire","{'details_table': '#95,134 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement) #503 in Electrical Wire'}",,,,,,,Grey,"{'overview': 'Grey', 'details_table': 'Grey'}",,,,,,,Crimp,{'details_table': 'Crimp'},,,Crimp,{'overview': 'Crimp'},Copper,"{'overview': 'Copper', 'details_table': 'Copper'}",,,,,"4.7  4.7 out of 5 stars    
    106 ratings   


 4.7 out of 5 stars",{'details_table': '4.7  4.7 out of 5 stars    \n    106 ratings   \n\n\n 4.7 out of 5 stars'},,,"April 7, 2022","{'details_table': 'April 7, 2022'}",,,,,"0.52""L x 2.78""W x 5.12""H","{'details_table': '0.52""L x 2.78""W x 5.12""H'}",,,,,,,,,,,,,Component,{'details_table': 'Component'},,,,,,,Non-Insulated,"{'overview': 'Non-Insulated', 'details_table': 'Non-Insulated'}",,,,,1,{'details_table': '1'},,,Southwire,{'details_table': 'Southwire'},Copper,{'details_table': 'Copper'},,,65180440,{'details_table': '65180440'},,,,,,,,,0.634 ounces,{'details_table': '0.634 ounces'},,,,,,,,,,,"CSA, UL","{'details_table': 'CSA, UL'}",,,,,,,,,,,,,90C,{'details_table': '90C'},,,⚠️CONFLICT⚠️ Screw Terminal,"{'overview': 'ScrewTerminal', 'details_table': 'Screw Terminal'}",,,032886791796,{'details_table': '032886791796'},,,,,⚠️CONFLICT⚠️ 600 Volts,"{'details_table': '600 Volts', 'features': '600'}",,,,,,
B0C4BBZMN6,"12 Gauge Electrical Wire 100FT, 12 AWG 2 Pin 2 Color Red and Black Cable 12V Strips Extension PVC Flexible 12V/24V DC Cable Low Voltage12 Gauge Stranded 2 Conductor Wire",AIMIXUN,19.99,4.7,261.0,B0C4BBZMN6_product_details.json,,,,,,,,,"#245,817inTools&HomeImprovement(SeeTop100inTools&HomeImprovement)#1,210inElectricalWire","{'details_table': '#245,817inTools&HomeImprovement(SeeTop100inTools&HomeImprovement)#1,210inElectricalWire'}",,,flame retardant,{'features': 'flame retardant'},⚠️CONFLICT⚠️ 12AWG100FT,"{'overview': '12AWG100FT', 'features': 'Black'}",,,2,"{'from_the_manufacturer': '2', 'features': '2'}",MultiStrand,{'overview': 'MultiStrand'},,,,,,,,,China,{'details_table': 'China'},,,,,4.74.7outof5stars261ratings,{'details_table': '4.74.7outof5stars261ratings'},,,"May4,2023","{'details_table': 'May4,2023'}",,,4.92x4.84x4.41inches;2.71Pounds,{'details_table': '4.92x4.84x4.41inches;2.71Pounds'},,,,,,,,,⚠️CONFLICT⚠️ 12,"{'variant_info': '12', 'from_the_manufacturer': '12', 'features': '12', 'variants': '20'}",,,,,,,,,,,,,,,,,,,100,{'features': '100'},AIMIXUN,{'details_table': 'AIMIXUN'},⚠️CONFLICT⚠️ AluminumwithCopperCladding,"{'overview': 'AluminumwithCopperCladding', 'features': 'PVC'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,{'features': '100'},⚠️CONFLICT⚠️ 12Volts,"{'overview': '12Volts', 'features': '12'}",,,,,,
B00DIRTYSG,AMERICAN POWER PULL CORP Pp7008 Fence and Wire Grip,American Power Pull,23.83,4.3,400.0,B00DIRTYSG_product_details.json,,,,,,,,,"#110,134inTools&HomeImprovement(SeeTop100inTools&HomeImprovement)#20inElectricalPullingGrips","{'details_table': '#110,134inTools&HomeImprovement(SeeTop100inTools&HomeImprovement)#20inElectricalPullingGrips'}",,,,,,,,,,,,,,,,,,,,,China,{'details_table': 'China'},,,,,4.34.3outof5stars400ratings,{'details_table': '4.34.3outof5stars400ratings'},,,"January16,2007","{'details_table': 'January16,2007'}",,,3x1x7inches;6.4ounces,{'details_table': '3x1x7inches;6.4ounces'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AmericanPowerPull,{'details_table': 'AmericanPowerPull'},,,,,PP7008,{'details_table': 'PP7008'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00NV7VP9Y,12 Ga. Black 392° F High-Temperature Wire (SRML) - (Price per 10 feet),CrimpSupply,24.94,4.8,45.0,B00NV7VP9Y_product_details.json,,,,,,,,,"#398,351inTools&HomeImprovement(SeeTop100inTools&HomeImprovement)#1,869inElectricalWire","{'details_table': '#398,351inTools&HomeImprovement(SeeTop100inTools&HomeImprovement)#1,869inElectricalWire'}",,,,,Black,{'overview': 'Black'},,,,,SingleStrand,{'overview': 'SingleStrand'},,,,,,,,,,,,,,,4.84.8outof5stars45ratings,{'details_table': '4.84.8outof5stars45ratings'},,,"September24,2014","{'details_table': 'September24,2014'}",,,6.3x5.83x0.63inches;4.97ounces,{'details_table': '6.3x5.83x0.63inches;4.97ounces'},,,,,,,,,12.0,{'overview': '12.0'},,,,,,,,,,,,,,,,,,,10,{'features': '10'},CrimpSupply,{'details_table': 'CrimpSupply'},Copper,"{'overview': 'Copper', 'features': 'Copper'}",,,20A13004,{'details_table': '20A13004'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,{'features': '600'},,,,,,,,
B01ANZRXDI,"14-Gauge Automotive Primary Wire Bundle (100ft Each, Red & Black) | Ideal for Car Audio, Automotive, and Trailer | Durable Primary/Remote, Power/Ground Electrical Wiring",BESTCONNECTIONS,29.95,4.7,634.0,B01ANZRXDI_product_details.json,,,,,,,,,"#386,305inTools&HomeImprovement(SeeTop100inTools&HomeImprovement)#1,818inElectricalWire","{'details_table': '#386,305inTools&HomeImprovement(SeeTop100inTools&HomeImprovement)#1,818inElectricalWire'}",flexible,{'overview': 'flexible'},,,"⚠️CONFLICT⚠️ Red,Black","{'overview': 'Red,Black', 'features': 'red'}",Speaker,{'overview': 'Speaker'},,,,,,,Genderless,{'overview': 'Genderless'},,,,,,,,,,,4.74.7outof5stars634ratings,{'details_table': '4.74.7outof5stars634ratings'},,,"January15,2016","{'details_table': 'January15,2016'}",,,8x4x3inches;2.15Pounds,{'details_table': '8x4x3inches;2.15Pounds'},,,,,,,,,18,{'features': '18'},,,,,,,,,,,,,,,No,{'details_table': 'No'},,,100,{'features': '100'},Audiopipe/BestConnections,{'details_table': 'Audiopipe/BestConnections'},COPPER,{'features': 'COPPER'},,,AP-14-100REDBLACK,{'details_table': 'AP-14-100REDBLACK'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,{'features': '100'},,,,,,,,
B0CBB4JFKY,MECCANIXITY 22AWG Ribbon Cable Silicone Wire 5Pin 22 Gauge Ribbon Wire Flat Silicone Cable 15m/50ft Black Stranded Tinned Copper Wire,MECCANIXITY,26.59,4.5,2.0,B0CBB4JFKY_product_details.json,,,,,,,,,"#434,331inTools&HomeImprovement(SeeTop100inTools&HomeImprovement)#1,996inElectricalWire","{'details_table': '#434,331inTools&HomeImprovement(SeeTop100inTools&HomeImprovement)#1,996inElectricalWire'}",,,flame retardant,{'features': 'flame retardant'},Black,"{'from_the_manufacturer': 'Black', 'features': 'Black'}",,,,,MultiStrand,{'overview': 'MultiStrand'},,,,,,,,,China,{'details_table': 'China'},,,,,4.54.5outof5stars2ratings,{'details_table': '4.54.5outof5stars2ratings'},,,"July7,2023","{'details_table': 'July7,2023'}",,,3.31x3.15x2.56inches;14.82ounces,{'details_table': '3.31x3.15x2.56inches;14.82ounces'},,,,,,,,,⚠️CONFLICT⚠️ 22,"{'variant_info': '22', 'variants': '30'}",,,,,,,,,,,,,,,,,,,15,{'features': '15'},MECCANIXITY,"{'overview': 'MECCANIXITY', 'details_table': 'MECCANIXITY'}",⚠️CONFLICT⚠️ Silicone,"{'overview': 'Silicone', 'from_the_manufacturer': 'Silicone', 'features': 'silicone'}",,,mea230519ee0784,{'details_table': 'mea230519ee0784'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,{'features': '15'},⚠️CONFLICT⚠️ 600Volts,"{'overview': '600Volts', 'features': '600'}",,,,,,
B01AV6QBYG,TEMCo Titanium Wire 22 Gauge 25 FT Surgical Grade 1 Resistance AWG ga,Temco,,4.5,72.0,B01AV6QBYG_product_details.json,,,,,,,,,"#801,836inTools&HomeImprovement(SeeTop100inTools&HomeImprovement)#3,552inElectricalWire","{'details_table': '#801,836inTools&HomeImprovement(SeeTop100inTools&HomeImprovement)#3,552inElectricalWire'}",,,,,,,,,,,SingleStrand,{'overview': 'SingleStrand'},,,,,,,,,,,,,,,4.54.5outof5stars72ratings,{'details_table': '4.54.5outof5stars72ratings'},,,"January20,2016","{'details_table': 'January20,2016'}",,,,,,,,,,,,,⚠️CONFLICT⚠️ 22.0,"{'overview': '22.0', 'features': '22'}",,,,,,,,,,,,,,,No,{'details_table': 'No'},,,,,TEMCo,"{'overview': 'TEMCo', 'details_table': 'TEMCo'}",titanium,{'overview': 'titanium'},,,RW0485,{'details_table': 'RW0485'},,,1,{'overview': '1'},,,,,0.79ounces,{'details_table': '0.79ounces'},,,,,,,,,,,,,,,,,,,,,,,,,,,1670,{'features': '1670'},,,,,,,,,0.64262,{'features': '0.64262'},,,,,,,,
B08J7WKV6W,22AWG 65.6ft 3 Conductor Extension Cable Wire Cord Line 20m Stranded Tinned Copper 22 Gauge 3Pin Color Wire 12V 24V DC for WS2812b WS2811 Dream Color Led Strip Lights,CARLITS,12.58,4.6,456.0,B08J7WKV6W_product_details.json,,,,,,,,,"#262,848inTools&HomeImprovement(SeeTop100inTools&HomeImprovement)#1,278inElectricalWire","{'details_table': '#262,848inTools&HomeImprovement(SeeTop100inTools&HomeImprovement)#1,278inElectricalWire'}",,,,,⚠️CONFLICT⚠️ White,"{'overview': 'White', 'features': 'Black'}",,,,,17,{'overview': '17'},,,,,,,,,,,3,{'features': '3'},,,4.64.6outof5stars456ratings,{'details_table': '4.64.6outof5stars456ratings'},,,"September16,2020","{'details_table': 'September16,2020'}",,,5.75x5.08x3.03inches;9.52ounces,{'details_table': '5.75x5.08x3.03inches;9.52ounces'},,,,,,,,,⚠️CONFLICT⚠️ 22.0,"{'overview': '22.0', 'from_the_manufacturer': '22', 'features': '22'}",,,,,,,,,,,,,,,,,,,65.6,{'features': '65.6'},CARLITS,{'details_table': 'CARLITS'},⚠️CONFLICT⚠️ Copper,"{'overview': 'Copper', 'from_the_manufacturer': 'tinned copper', 'features': 'tinned copper'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.6,{'features': '65.6'},⚠️CONFLICT⚠️ 12,"{'from_the_manufacturer': '12', 'features': '300'}",,,,,2,{'from_the_manufacturer': '2'}
B00D49VGFM,"Cerro 112-3872J 500-Feet 10-Gauge Stranded THHN, White",Cerrowire,154.0,4.5,29.0,B00D49VGFM_product_details.json,,,No,{'details_table': 'No'},No,{'details_table': 'No'},"#135,202 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement) #689 in Electrical Wire","{'details_table': '#135,202 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement) #689 in Electrical Wire'}",,,,,,,White,"{'overview': 'White', 'details_table': 'White'}",,,,,1,"{'overview': '1', 'details_table': '1'}",,,,,,,,,,,,,"4.5  4.5 out of 5 stars    
    29 ratings   


 4.5 out of 5 stars",{'details_table': '4.5  4.5 out of 5 stars    \n    29 ratings   \n\n\n 4.5 out of 5 stars'},,,"May 28, 2013","{'details_table': 'May 28, 2013'}",,,,,6.5 x 6.5 x 6.9 inches,{'details_table': '6.5 x 6.5 x 6.9 inches'},,,,,,,,,10.0,"{'overview': '10.0', 'details_table': '10.0'}",Wire,{'details_table': 'Wire'},,,,,,,,,,,,,,,1,{'details_table': '1'},,,MARMON HOME IMPROVEMENT PROD,{'details_table': 'MARMON HOME IMPROVEMENT PROD'},⚠️CONFLICT⚠️ Copper,"{'overview': 'Copper', 'details_table': 'Copper', 'features': 'PVC'}",,,112-3872J,{'details_table': '112-3872J'},,,,,,,,,19.03 pounds,{'details_table': '19.03 pounds'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048243983827,{'details_table': '048243983827'},,,,,600 Volts,{'details_table': '600 Volts'},,,,,,
B0C4P4Z73C,"18AWG 2 Wire Electrical Cord JACKYLED 2 Conductor 10M/32.8ft Wire Cord 18 Gauge Flexible Cable for LED Strips Electrical Wire 12V/24V DC Cable, 18/2 Wire Black and Red",JACKYLED,12.59,4.6,8119.0,B0C4P4Z73C_product_details.json,,,,,,,"#22,526 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement) #116 in Electrical Wire","{'details_table': '#22,526 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement) #116 in Electrical Wire'}",,,,,flame retardant,"{'from_the_manufacturer': 'flame retardant', 'features': 'flame retardant'}",⚠️CONFLICT⚠️ Red and Black,"{'overview': 'RedandBlack', 'details_table': 'Red and Black', 'features': 'black'}",,,2,{'features': '2'},⚠️CONFLICT⚠️ Multi Strand,"{'overview': 'MultiStrand', 'details_table': 'Multi Strand'}",,,,,,,,,,,8.5,{'features': '8.5'},"4.6  4.6 out of 5 stars    
    8,119 ratings   


 4.6 out of 5 stars","{'details_table': '4.6  4.6 out of 5 stars    \n    8,119 ratings   \n\n\n 4.6 out of 5 stars'}",,,"May 9, 2023","{'details_table': 'May 9, 2023'}",,,,,6.06 x 6.06 x 1.42 inches,{'details_table': '6.06 x 6.06 x 1.42 inches'},,,,,,,,,⚠️CONFLICT⚠️ 22,"{'variant_info': '22', 'from_the_manufacturer': '18', 'features': '18', 'variants': '22'}",,,,,,,,,,,,,,,,,,,32.8,{'features': '32.8'},JACKYLED,{'details_table': 'JACKYLED'},⚠️CONFLICT⚠️ Copper,"{'overview': 'Copper', 'details_table': 'Copper', 'from_the_manufacturer': 'copper', 'features': 'copper'}",,,JACKYLED800,{'details_table': 'JACKYLED800'},2,{'details_table': '2'},,,,,,,10.8 ounces,{'details_table': '10.8 ounces'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8,{'features': '32.8'},⚠️CONFLICT⚠️ 300 Volts,"{'overview': '300Volts', 'details_table': '300 Volts', 'features': '24'}",,,,,,
B0BZ42TFK2,FIRMERST 18/2 Low Voltage Landscape Wire Outdoor Lighting Cable 50 Feet,FIRMERST,14.99,4.6,478.0,B0BZ42TFK2_product_details.json,,,,,,,,,"#68,653inTools&HomeImprovement(SeeTop100inTools&HomeImprovement)#363inElectricalWire","{'details_table': '#68,653inTools&HomeImprovement(SeeTop100inTools&HomeImprovement)#363inElectricalWire'}",,,UL,{'features': 'UL'},⚠️CONFLICT⚠️ Black,"{'overview': 'Black', 'from_the_manufacturer': 'black', 'features': 'Black'}",,,,,MultiStrand,{'overview': 'MultiStrand'},,,,,,,,,,,,,,,4.64.6outof5stars478ratings,{'details_table': '4.64.6outof5stars478ratings'},,,"March21,2023","{'details_table': 'March21,2023'}",,,8.07x8.07x2.01inches;1.43Pounds,{'details_table': '8.07x8.07x2.01inches;1.43Pounds'},,,,,,,,,18,"{'overview': '18', 'features': '18'}",,,,,,,,,,,,,,,,,,,,,FIRMERST,{'details_table': 'FIRMERST'},⚠️CONFLICT⚠️ Copper,"{'overview': 'Copper', 'from_the_manufacturer': 'copper'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,{'features': '300'},,,,,,
B08TTT1JD9,"Fence Wire Tightener Wire Tensioner for Fence -Pack of 20,silver",Mingya,,4.5,13.0,B08TTT1JD9_product_details.json,,,,,,,,,"#810,565inPatio,Lawn&Garden(SeeTop100inPatio,Lawn&Garden)#2,824inAgriculturalFencing","{'details_table': '#810,565inPatio,Lawn&Garden(SeeTop100inPatio,Lawn&Garden)#2,824inAgriculturalFencing'}",,,,,,,,,,,,,,,,,,,,,,,,,,,4.54.5outof5stars13ratings,{'details_table': '4.54.5outof5stars13ratings'},,,"January23,2021","{'details_table': 'January23,2021'}",,,11x9.8x5.5inches;7.8Pounds,{'details_table': '11x9.8x5.5inches;7.8Pounds'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mingya,{'details_table': 'Mingya'},,,,,MY-015,{'details_table': 'MY-015'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0154H7BLE,RGBSIGHT 40FT 18 Gauge RGBW LED Strip Extension Cable 18AWG 5pin 5 Color Stand Electrical Flexible Wire Extension Cord for RGBW RGBWW LED Ribbon Lamp Tape Lighting (40 Feet per Spool),Intotal,23.99,4.6,258.0,B0154H7BLE_product_details.json,,,,,,,,,"#140,185inTools&HomeImprovement(SeeTop100inTools&HomeImprovement)#713inElectricalWire","{'details_table': '#140,185inTools&HomeImprovement(SeeTop100inTools&HomeImprovement)#713inElectricalWire'}",,,,,"Red,White,Blue,Black,Green","{'overview': 'Red,White,Blue,Black,Green'}",,,,,MultiStrand,{'overview': 'MultiStrand'},,,,,,,,,,,3.5,{'features': '3.5'},,,4.64.6outof5stars258ratings,{'details_table': '4.64.6outof5stars258ratings'},,,"September9,2015","{'details_table': 'September9,2015'}",,,3.66x3.58x2.68inches;1.19Pounds,{'details_table': '3.66x3.58x2.68inches;1.19Pounds'},,,,,,,,,18.0,{'overview': '18.0'},,,,,,,,,,,,,,,No,{'details_table': 'No'},,,,,RGBSIGHTINC,{'details_table': 'RGBSIGHTINC'},⚠️CONFLICT⚠️ Copper,"{'overview': 'Copper', 'features': 'copper'}",,,RGBSIGHT-1030,{'details_table': 'RGBSIGHT-1030'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,{'features': '300'},,,,,,
B0D1H6K1X1,"Wirenco 6/3 NM-B, Non-Metallic, Sheathed Cable, Residential Indoor Wire, Used for Wiring Swiches, Outlets and Other Loads with Dry Applications (70Ft Cut)…",wirenco,304.33,5.0,1.0,B0D1H6K1X1_product_details.json,,,,,,,,,"#552,306inTools&HomeImprovement(SeeTop100inTools&HomeImprovement)#2,503inElectricalWire","{'details_table': '#552,306inTools&HomeImprovement(SeeTop100inTools&HomeImprovement)#2,503inElectricalWire'}",,,,,Black,{'overview': 'Black'},,,,,19,{'overview': '19'},,,,,,,,,USA,{'details_table': 'USA'},55,{'features': '55'},,,5.05.0outof5stars1rating,{'details_table': '5.05.0outof5stars1rating'},,,"December23,2020","{'details_table': 'December23,2020'}",,,,,,,,,,,,,6,{'features': '6'},,,,,,,,,,,,,,,,,,,,,wirenco,{'details_table': 'wirenco'},Copper,"{'overview': 'Copper', 'features': 'Copper'}",,,21592-#,{'details_table': '21592-#'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600Volts,{'overview': '600Volts'},,,,,,
