hashed_project_id,run_id,product_id,platform_id,title,category,categories_flat,category_deepest_level,deepest_category_id,segment_name,initial_taxonomy_name,initial_taxonomy_definition,refined_taxonomy_name,refined_taxonomy_definition,taxonomy_stage
4f8b6d818aae68802dbe3920eb31ca7c41f76692,RUN_20250718T172122Z_e2bf,1910,B0BWNFNXQ5,"Shelly Plus 1 UL | WiFi Smart Relay Switch with Dry Contacts | Home Automation | Bluetooth Gateway | Alexa, SmartThings & Google Home Compatible | No Hub | DIY Remote Control | Garage Door Opener 1 Pack UL Certified",Light Switches,Industrial & Scientific > Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Light Switches,5,6291358011,Smart Relay Switches,Smart Relay Switches,"Smart relay modules for automation and remote control applications, e.g. WiFi relay switches, smart relay modules, automation relays",Smart Relay Switches,"Smart relay modules for automation and remote control applications, e.g. WiFi relay switches, smart relay modules, automation relays",extraction
4f8b6d818aae68802dbe3920eb31ca7c41f76692,RUN_20250718T172122Z_e2bf,59,B0B4RZFVJG,"Duplex Rocker Combination Decorator Switch,120VAC 15Amp,Ground Terminal,Residential/Commercial Grade,2 Individual Switches,UL Listed,Pack of 2,White",Light Switches,Industrial & Scientific > Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Light Switches,5,6291358011,Double Switches,Double Switches,"Dual switch configurations with two separate controls in one unit, e.g. double rocker switches, dual paddle switches, combination double switches",Double Switches,"Dual switch configurations with two separate controls in one unit, e.g. double rocker switches, dual paddle switches, combination double switches",extraction
4f8b6d818aae68802dbe3920eb31ca7c41f76692,RUN_20250718T172122Z_e2bf,1539,B0CD4Q36LW,"12V Inline Cord Switch IP67 Waterproof, Outdoor ON/Off Toggle Switch DC 12V-24V with Red LED Rocker Button, 20A Inline Power Switch 12 Volt On Off Switch Two-Side Entry and Exit Line DC12-24V Two-side",Light Switches,Industrial & Scientific > Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Light Switches,5,6291358011,Inline Cord Switches,Inline Cord Switches,"Switches integrated into electrical cords for lamp and appliance control, e.g. inline lamp switches, cord-mounted switches, table lamp switches",Inline Cord Switches,"Switches integrated into electrical cords for lamp and appliance control, e.g. inline lamp switches, cord-mounted switches, table lamp switches",extraction
4f8b6d818aae68802dbe3920eb31ca7c41f76692,RUN_20250718T172122Z_e2bf,239,B08R9R2C8M,"Suraielec 3 Way Wireless Light Switch, No Wiring, No WiFi, 100ft RF Range, Pre-Programmed, Expandable Wireless Wall Switch and Receiver Kit, Remote Control Light Fixture for Lamp, Ceiling Light, Fan",Light Switches,Industrial & Scientific > Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Light Switches,5,6291358011,Wireless Remote Switches,Wireless Remote Switches,"Battery-operated wireless switches with remote receivers requiring no hardwiring, e.g. RF remote switches, no-wiring wireless switches, remote control switch kits",Wireless Remote Switches,"Battery-operated wireless switches with remote receivers requiring no hardwiring, e.g. RF remote switches, no-wiring wireless switches, remote control switch kits",extraction
4f8b6d818aae68802dbe3920eb31ca7c41f76692,RUN_20250718T172122Z_e2bf,1457,B08CBS388B,"Inline Cord Switch, PLUSPOE 2-Pack On-Off DPST Control Lamp Switch for Bedroom Table Lamp Desk LED Lights Cord Switch,2Pack,Black",Light Switches,Industrial & Scientific > Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Light Switches,5,6291358011,Inline Cord Switches,Inline Cord Switches,"Switches integrated into electrical cords for lamp and appliance control, e.g. inline lamp switches, cord-mounted switches, table lamp switches",Inline Cord Switches,"Switches integrated into electrical cords for lamp and appliance control, e.g. inline lamp switches, cord-mounted switches, table lamp switches",extraction
4f8b6d818aae68802dbe3920eb31ca7c41f76692,RUN_20250718T172122Z_e2bf,1538,B0BL6BK9FG,"Waterproof On Off Toggle Switch Double Outlet with Red Light Rocker Button Inline Cord Switch DPST AC/DC 20A-125V,16A-250V,30A-24V,35A-12V, IP66 Red/1 Switch/2 Outlet",Light Switches,Industrial & Scientific > Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Light Switches,5,6291358011,Inline Cord Switches,Inline Cord Switches,"Switches integrated into electrical cords for lamp and appliance control, e.g. inline lamp switches, cord-mounted switches, table lamp switches",Inline Cord Switches,"Switches integrated into electrical cords for lamp and appliance control, e.g. inline lamp switches, cord-mounted switches, table lamp switches",extraction
4f8b6d818aae68802dbe3920eb31ca7c41f76692,RUN_20250718T172122Z_e2bf,1535,B0C3VB32PJ,"ELEGRP Single Pole Toggle Light Switch, 15 Amp, 120 Volt, Toggle Framed AC Quiet Switch, in Wall On/Off Switch Replacement, Self-Grounding, Residential and Commercial Grade, UL (5 Pack, Glossy White) Without Wall Plate White 5",Light Switches,Industrial & Scientific > Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Light Switches,5,6291358011,Toggle Switches,Toggle Switches,"Traditional toggle-style light switches with flip lever operation, e.g. single pole toggle switches, toggle wall switches, lever-operated switches",Toggle Switches,"Traditional toggle-style light switches with flip lever operation, e.g. single pole toggle switches, toggle wall switches, lever-operated switches",extraction
4f8b6d818aae68802dbe3920eb31ca7c41f76692,RUN_20250718T172122Z_e2bf,1503,B0956WSDX2,"3 Way Decorator Switch with Wall Plate, Electrical Rocker Light Switch, Single Pole or Three Way, 3 Wire, 15A 120V/277V, UL Listed, White (10 Pack) 3 Way 10",Light Switches,Industrial & Scientific > Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Light Switches,5,6291358011,Three Way Switches,Three Way Switches,"Three-way switches that allow control of lights from multiple locations, e.g. 3-way decorator switches, three-way paddle switches, multi-location control switches",Three Way Switches,"Three-way switches that allow control of lights from multiple locations, e.g. 3-way decorator switches, three-way paddle switches, multi-location control switches",extraction
4f8b6d818aae68802dbe3920eb31ca7c41f76692,RUN_20250718T172122Z_e2bf,1916,B093PVWFKG,"ELEGRP Double Toggle Light Switch - 15A, 120V, In-Wall On/Off, Self-grounding, Wall Plate Included, UL Listed (1 Pack, Glossy White) 1 Pack White",Light Switches,Industrial & Scientific > Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Light Switches,5,6291358011,Toggle Switches,Toggle Switches,"Traditional toggle-style light switches with flip lever operation, e.g. single pole toggle switches, toggle wall switches, lever-operated switches",Double Switches,"Dual switch configurations with two separate controls in one unit, e.g. double rocker switches, dual paddle switches, combination double switches",extraction
4f8b6d818aae68802dbe3920eb31ca7c41f76692,RUN_20250718T172122Z_e2bf,1537,B0C3VDR4BX,"ELEGRP Matte Black 3 Way Decorative Light Switch with Plate, 15Amp, 120-277 Volt, AC Rocker Paddle Wall Switch Replacement, Self-Grounding, Residential Grade, w/Wall Plate, UL Listed (5 Pack) Wall Plate Included Matte Black 5",Light Switches,Industrial & Scientific > Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Light Switches,5,6291358011,Three Way Switches,Three Way Switches,"Three-way switches that allow control of lights from multiple locations, e.g. 3-way decorator switches, three-way paddle switches, multi-location control switches",Three Way Switches,"Three-way switches that allow control of lights from multiple locations, e.g. 3-way decorator switches, three-way paddle switches, multi-location control switches",extraction
4f8b6d818aae68802dbe3920eb31ca7c41f76692,RUN_20250718T172122Z_e2bf,1536,B0DD73326B,"SURAIELEC Wireless Light Switch Remote Control Outlet, No Wiring Needed, 100 FT Range, Pre-Programmed, Remote Outlet Wall Switch for Plug in Pendant Light, Lamp, Christmas Tree, Holiday Decorations",Light Switches,Industrial & Scientific > Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Light Switches,5,6291358011,OUT_OF_SCOPE,OUT_OF_SCOPE,"Products that are not light switches but rather remote control outlets or accessories, e.g. wireless outlet controllers, switch covers, outlet adapters",OUT_OF_SCOPE,"Products that are not light switches but rather remote control outlets or accessories, e.g. wireless outlet controllers, switch covers, outlet adapters",extraction
4f8b6d818aae68802dbe3920eb31ca7c41f76692,RUN_20250718T172122Z_e2bf,113,B087TLPYDT,"4 Pack Illuminated Light Switch, Lightswitch with LED Night Light, Automatic On/Off Sensor, Single Pole Switch, 15Amp 120/277Volt,White",Light Switches,Industrial & Scientific > Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Light Switches,5,6291358011,Illuminated Switches,Illuminated Switches,"Light switches with built-in LED indicators or night lights, e.g. lighted decorator switches, switches with locator lights, illuminated paddle switches",Illuminated Switches,"Light switches with built-in LED indicators or night lights, e.g. lighted decorator switches, switches with locator lights, illuminated paddle switches",extraction
4f8b6d818aae68802dbe3920eb31ca7c41f76692,RUN_20250718T172122Z_e2bf,171,B01N25GTMW,"ENERLITES 3-Way Decorator Paddle Rocker Light Switch, Gloss Finish, Single Pole or Three Way, 3 Wire, Grounding Screw, Residential Grade, 15A 120V/277V, UL Listed, 93150-W-10PCS, White (10 Pack) Wall Plate Not Included White 10",Light Switches,Industrial & Scientific > Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Light Switches,5,6291358011,Three Way Switches,Three Way Switches,"Three-way switches that allow control of lights from multiple locations, e.g. 3-way decorator switches, three-way paddle switches, multi-location control switches",Three Way Switches,"Three-way switches that allow control of lights from multiple locations, e.g. 3-way decorator switches, three-way paddle switches, multi-location control switches",extraction
4f8b6d818aae68802dbe3920eb31ca7c41f76692,RUN_20250718T172122Z_e2bf,236,B0CCND92GN,"Double Toggle Light Switch,15 Amp AC120 Volt,Residential Grade Electrical Wall Switch,Great for Home, Office & Kitchen, White,ETL Listed Two Single Pole",Light Switches,Industrial & Scientific > Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Light Switches,5,6291358011,Toggle Switches,Toggle Switches,"Traditional toggle-style light switches with flip lever operation, e.g. single pole toggle switches, toggle wall switches, lever-operated switches",Double Switches,"Dual switch configurations with two separate controls in one unit, e.g. double rocker switches, dual paddle switches, combination double switches",extraction
4f8b6d818aae68802dbe3920eb31ca7c41f76692,RUN_20250718T172122Z_e2bf,1466,B08KD3NQKM,"Inline Cord Switch 2 Pack, AC 250V 6A On/Off Lamp Control Appliance Switch Rocker for Table Lamp Desk Bed LED Lights, Black",Light Switches,Industrial & Scientific > Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Light Switches,5,6291358011,Inline Cord Switches,Inline Cord Switches,"Switches integrated into electrical cords for lamp and appliance control, e.g. inline lamp switches, cord-mounted switches, table lamp switches",Inline Cord Switches,"Switches integrated into electrical cords for lamp and appliance control, e.g. inline lamp switches, cord-mounted switches, table lamp switches",extraction
4f8b6d818aae68802dbe3920eb31ca7c41f76692,RUN_20250718T172122Z_e2bf,1913,B07M9X9917,"BESTTEN 2 Pack Double Rocker Light Switch, Single Pole Combination Interrupter, 15A 120V, Dual Control Paddle Rockers, in-Wall On/Off Switch, Wall Plate Included, White, UL Listed",Light Switches,Industrial & Scientific > Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Light Switches,5,6291358011,Double Switches,Double Switches,"Dual switch configurations with two separate controls in one unit, e.g. double rocker switches, dual paddle switches, combination double switches",Double Switches,"Dual switch configurations with two separate controls in one unit, e.g. double rocker switches, dual paddle switches, combination double switches",extraction
4f8b6d818aae68802dbe3920eb31ca7c41f76692,RUN_20250718T172122Z_e2bf,1551,B08R9PYNFG,"SURAIELEC Wireless Wall Switch Remote Control Outlet, No Wiring, 100ft RF Range, Pre-Programmed, Expandable Wireless Light Switches for Plug in Pendant Light, Lamp (2 Wall Switches and 1 Receiver)",Light Switches,Industrial & Scientific > Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Light Switches,5,6291358011,OUT_OF_SCOPE,OUT_OF_SCOPE,"Products that are not light switches but rather remote control outlets or accessories, e.g. wireless outlet controllers, switch covers, outlet adapters",OUT_OF_SCOPE,"Products that are not light switches but rather remote control outlets or accessories, e.g. wireless outlet controllers, switch covers, outlet adapters",extraction
4f8b6d818aae68802dbe3920eb31ca7c41f76692,RUN_20250718T172122Z_e2bf,189,B093PWTTHC,"ELEGRP Decorator Double Rocker Light Switch, Two Single Pole Electrical Paddle, 15A 120V, in-Wall On/Off, Self-Grounding, Wall Plate Included, UL Listed (1 Pack, Glossy White) Screw Wall Plate Included White 1",Light Switches,Industrial & Scientific > Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Light Switches,5,6291358011,Double Switches,Double Switches,"Dual switch configurations with two separate controls in one unit, e.g. double rocker switches, dual paddle switches, combination double switches",Double Switches,"Dual switch configurations with two separate controls in one unit, e.g. double rocker switches, dual paddle switches, combination double switches",extraction
4f8b6d818aae68802dbe3920eb31ca7c41f76692,RUN_20250718T172122Z_e2bf,1583,B0BW82XZWS,"Thunderway Light Switch with Wall Plates- 3-Way Decorator Electrical On/Off Paddle Rocker Switches, Grounding Screw, 15A 120/277 V, UL Listed, Residential Grade, Glossy White(10 Pack) Wall Plate Included Glossy White 10",Light Switches,Industrial & Scientific > Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Light Switches,5,6291358011,Three Way Switches,Three Way Switches,"Three-way switches that allow control of lights from multiple locations, e.g. 3-way decorator switches, three-way paddle switches, multi-location control switches",Three Way Switches,"Three-way switches that allow control of lights from multiple locations, e.g. 3-way decorator switches, three-way paddle switches, multi-location control switches",extraction
4f8b6d818aae68802dbe3920eb31ca7c41f76692,RUN_20250718T172122Z_e2bf,1550,B0B6N8P61S,"12v Wireless Switch,Mini Remote Control Switches,DC5V/12V/24V/48V/10A Relay with 328FT Long Range,Remote ON/Off Switches for Car,Motor,Lamps,LED Lights,Fans DC5-48V--10A relay",Light Switches,Industrial & Scientific > Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Light Switches,5,6291358011,Inline Cord Switches,Inline Cord Switches,"Switches integrated into electrical cords for lamp and appliance control, e.g. inline lamp switches, cord-mounted switches, table lamp switches",OUT_OF_SCOPE,"Products that are not light switches but rather remote control outlets or accessories, e.g. wireless outlet controllers, switch covers, outlet adapters",extraction
4f8b6d818aae68802dbe3920eb31ca7c41f76692,RUN_20250718T172122Z_e2bf,1461,B01MTXSA37,"TayMac 2672W 2-Gang MASQUE Decorator Cover, Toggle, White 2 Gang Toggle Switch Cover",Light Switches,Industrial & Scientific > Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Light Switches,5,6291358011,OUT_OF_SCOPE,OUT_OF_SCOPE,"Products that are not light switches but rather remote control outlets or accessories, e.g. wireless outlet controllers, switch covers, outlet adapters",OUT_OF_SCOPE,"Products that are not light switches but rather remote control outlets or accessories, e.g. wireless outlet controllers, switch covers, outlet adapters",extraction
4f8b6d818aae68802dbe3920eb31ca7c41f76692,RUN_20250718T172122Z_e2bf,232,B0CK4TM2R9,"Greencycle 3 Way Decora Switch - White, 4 Pack Three Way/Single Pole Rocker Switch, 15A 120/277V, On/Off Paddle Interrupter, Residential/Commercial Grade, UL/CUL Listed 3 Way 4",Light Switches,Industrial & Scientific > Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Light Switches,5,6291358011,Three Way Switches,Three Way Switches,"Three-way switches that allow control of lights from multiple locations, e.g. 3-way decorator switches, three-way paddle switches, multi-location control switches",Three Way Switches,"Three-way switches that allow control of lights from multiple locations, e.g. 3-way decorator switches, three-way paddle switches, multi-location control switches",extraction
4f8b6d818aae68802dbe3920eb31ca7c41f76692,RUN_20250718T172122Z_e2bf,1912,B075KKLCWQ,"ENERLITES Triple Paddle Rocker Combination Decorator Switch, Ground terminal, Clamp-Type Back Insert Wiring, Copper Only, Single Pole, Residential Grade, 15A 120V-277V, 62755-W, White 1 Pack White",Light Switches,Industrial & Scientific > Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Light Switches,5,6291358011,Double Switches,Double Switches,"Dual switch configurations with two separate controls in one unit, e.g. double rocker switches, dual paddle switches, combination double switches",Double Switches,"Dual switch configurations with two separate controls in one unit, e.g. double rocker switches, dual paddle switches, combination double switches",extraction
4f8b6d818aae68802dbe3920eb31ca7c41f76692,RUN_20250718T172122Z_e2bf,229,B087T6N3RZ,"2 Pack Illuminated Light Switch,Paddle Rocker Wall Switch with LED Night Light, Automatic On/Off Sensor, Single Pole, 15Amp 120/277Volt, White",Light Switches,Industrial & Scientific > Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Light Switches,5,6291358011,Illuminated Switches,Illuminated Switches,"Light switches with built-in LED indicators or night lights, e.g. lighted decorator switches, switches with locator lights, illuminated paddle switches",Illuminated Switches,"Light switches with built-in LED indicators or night lights, e.g. lighted decorator switches, switches with locator lights, illuminated paddle switches",extraction
4f8b6d818aae68802dbe3920eb31ca7c41f76692,RUN_20250718T172122Z_e2bf,1580,B0D97Y7NY8,"MOES Smart Double Light Switches, 2nd Generation Wi-Fi 2 Gang Single Pole Switch, Netural Wire Required, Inteligente Switch Combo Compatible with Alexa Google Assistant, Remote Control 2nd Generation 2 Gang",Light Switches,Industrial & Scientific > Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Light Switches,5,6291358011,Smart WiFi Switches,Smart WiFi Switches,"WiFi-enabled smart switches controllable via smartphone apps and voice assistants, e.g. WiFi smart switches, app-controlled switches, voice-activated switches",Smart WiFi Switches,"WiFi-enabled smart switches controllable via smartphone apps and voice assistants, e.g. WiFi smart switches, app-controlled switches, voice-activated switches",extraction
4f8b6d818aae68802dbe3920eb31ca7c41f76692,RUN_20250718T172122Z_e2bf,118,B017LRCG38,"Lutron Caseta Original Smart Light Switch (Lutron Smart Hub Required), for Home, LED Lights, and Fans, 6 Amp, Single-Pole/3-Way, Neutral Required, PD-6ANS-WH, White White 1 Pack Smart Switch",Light Switches,Industrial & Scientific > Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Light Switches,5,6291358011,Smart WiFi Switches,Smart WiFi Switches,"WiFi-enabled smart switches controllable via smartphone apps and voice assistants, e.g. WiFi smart switches, app-controlled switches, voice-activated switches",Smart Hub Switches,"Smart switches requiring separate hubs for connectivity and automation, e.g. Zigbee switches, Z-Wave switches, hub-dependent smart switches",extraction
4f8b6d818aae68802dbe3920eb31ca7c41f76692,RUN_20250718T172122Z_e2bf,912,B09YHBHP8T,"Suraielec Wireless Light Switch and Receiver Kit, 15A High Power, No Wiring, No Interference, 100ft RF Range, Expandable Remote Control Wall Switches for Lamp, Ceiling Light, Fan, Outdoor Lighting",Light Switches,Industrial & Scientific > Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Light Switches,5,6291358011,Wireless Remote Switches,Wireless Remote Switches,"Battery-operated wireless switches with remote receivers requiring no hardwiring, e.g. RF remote switches, no-wiring wireless switches, remote control switch kits",Wireless Remote Switches,"Battery-operated wireless switches with remote receivers requiring no hardwiring, e.g. RF remote switches, no-wiring wireless switches, remote control switch kits",extraction
4f8b6d818aae68802dbe3920eb31ca7c41f76692,RUN_20250718T172122Z_e2bf,904,B08R9KSP5C,"SURAIELEC Wireless Wall Switch Remote Control Outlet, No Wiring Needed, 100ft RF Range, Pre-Programmed, Expandable Remote Light Switch Kit for Plug in Pendant Light, Lamp, Small Electrical Appliance",Light Switches,Industrial & Scientific > Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Light Switches,5,6291358011,OUT_OF_SCOPE,OUT_OF_SCOPE,"Products that are not light switches but rather remote control outlets or accessories, e.g. wireless outlet controllers, switch covers, outlet adapters",OUT_OF_SCOPE,"Products that are not light switches but rather remote control outlets or accessories, e.g. wireless outlet controllers, switch covers, outlet adapters",extraction
4f8b6d818aae68802dbe3920eb31ca7c41f76692,RUN_20250718T172122Z_e2bf,251,B0CZKYMVPR,"Wireless Light Switch and Receiver Kit, 200FT RF Range Remote Control Light Switch, No Rewiring, No Interference, Wireless Wall Switch for Ceiling Light, Fans, Lamps, Pre-Programmed 1 Wall Switch+1 Receiver",Light Switches,Industrial & Scientific > Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Light Switches,5,6291358011,Wireless Remote Switches,Wireless Remote Switches,"Battery-operated wireless switches with remote receivers requiring no hardwiring, e.g. RF remote switches, no-wiring wireless switches, remote control switch kits",Wireless Remote Switches,"Battery-operated wireless switches with remote receivers requiring no hardwiring, e.g. RF remote switches, no-wiring wireless switches, remote control switch kits",extraction
