hashed_project_id,run_id,product_id,platform_id,title,category,categories_flat,category_deepest_level,deepest_category_id,segment_name,initial_taxonomy_name,initial_taxonomy_definition,refined_taxonomy_name,refined_taxonomy_definition,taxonomy_stage
2249ed7a-8a79-4164-9a9f-a3078ed2c058,RUN_20250627T094801Z_3a52,13,B085D8M2MR,"Lutron Diva LED+ Dimmer Switch for Dimmable LED, Halogen and Incandescent Bulbs, Single-Pole or 3-Way, DVCL-153P-WH, White (2-Pack) White 2 Pack Diva Dimmer",Dimmer Switches,Automotive Parts & Accessories > Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Dimmer Switches,5,6291358011,,__UNASSIGNED__,Auto-generated placeholder,__UNASSIGNED__,Auto-generated placeholder,init
2249ed7a-8a79-4164-9a9f-a3078ed2c058,RUN_20250627T094801Z_3a52,99,B07JB37H5Y,"GE Switch, White, Grounding Toggle 5 Pack, Single Pole, in Wall On/Off Fan & Light Replacement, 15 Amp, for Home, Office & Kitchen, UL Listed, Wallplate not Included, 44034",Light Switches,,0,unknown,,__UNASSIGNED__,Auto-generated placeholder,__UNASSIGNED__,Auto-generated placeholder,init
2249ed7a-8a79-4164-9a9f-a3078ed2c058,RUN_20250627T094801Z_3a52,6,B07S29S7QD,"BESTTEN 2 Pack Dimmer Light Switch, Universal Lighting Control, Single Pole or 3 Way, Compatible with LED Dimmable Lamp, CFL, Incandescent, Halogen Bulb, Decorator Wallplate Included, UL Listed, White Standard White 2",Dimmer Switches,Industrial & Scientific > Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Dimmer Switches,5,6291358011,,__UNASSIGNED__,Auto-generated placeholder,__UNASSIGNED__,Auto-generated placeholder,init
2249ed7a-8a79-4164-9a9f-a3078ed2c058,RUN_20250627T094801Z_3a52,3,B0076HPM8A,"Leviton SureSlide Dimmer Switch for Dimmable LED, Halogen and Incandescent Bulbs, 6674-P0W, White 1 pack",Dimmer Switches,Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Dimmer Switches,5,6291358011,,__UNASSIGNED__,Auto-generated placeholder,__UNASSIGNED__,Auto-generated placeholder,init
2249ed7a-8a79-4164-9a9f-a3078ed2c058,RUN_20250627T094801Z_3a52,173,B0BVKZLT3B,"Leviton Decora Smart Switch, Wi-Fi 2nd Gen, Neutral Wire Required, Works with Matter, My Leviton, Alexa, Google Assistant, Apple Home/Siri & Wired or Wire-Free 3-Way, D215S-1RW, White",Light Switches,Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Light Switches,5,6291358011,,__UNASSIGNED__,Auto-generated placeholder,__UNASSIGNED__,Auto-generated placeholder,init
2249ed7a-8a79-4164-9a9f-a3078ed2c058,RUN_20250627T094801Z_3a52,104,B09MW38VK7,"ELEGRP Matte White Single Pole Decorator Light Switch 15Amp, 120-277V, Paddle Rocker Replacement, On/Off Wall Switch, Self-Grounding, Residential Grade, w/Wall Plate, UL/CUL (10 Pack)",Light Switches,,0,unknown,,__UNASSIGNED__,Auto-generated placeholder,__UNASSIGNED__,Auto-generated placeholder,init
2249ed7a-8a79-4164-9a9f-a3078ed2c058,RUN_20250627T094801Z_3a52,62,B08CXCHFYC,"DEWENWILS Wireless Light Switch and Receiver Kit, No in-Wall Wiring Required,Remote Control Wall Switch Lighting Fixture for Ceiling Lights, Fans, Lamps,100 Ft RF Range, Programmable 1 Pack Switch+1 Receiver",Light Switches,Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Light Switches,5,6291358011,,__UNASSIGNED__,Auto-generated placeholder,__UNASSIGNED__,Auto-generated placeholder,init
2249ed7a-8a79-4164-9a9f-a3078ed2c058,RUN_20250627T094801Z_3a52,185,B00081I0EO,"Lutron Claro On/Off Switch, 15-Amp/3-Way, CA-3PS-WH, White White 1 Pack Switch",Light Switches,Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Light Switches,5,6291358011,,__UNASSIGNED__,Auto-generated placeholder,__UNASSIGNED__,Auto-generated placeholder,init
2249ed7a-8a79-4164-9a9f-a3078ed2c058,RUN_20250627T094801Z_3a52,17,B002DNAG4W,"GE Single Pole Dimmer Toggle Switch, On/Off/Dim Settings, for Dimmable LED, CFL and Incandescent Bulbs, DIY Project, UL Listed, White, 18025",Dimmer Switches,,0,unknown,,__UNASSIGNED__,Auto-generated placeholder,__UNASSIGNED__,Auto-generated placeholder,init
2249ed7a-8a79-4164-9a9f-a3078ed2c058,RUN_20250627T094801Z_3a52,288,B0CW6M3N6C,"Legrand Radiant 150-Watt Single-Pole/3-Way LED Advanced Dimmer, White White 1",Dimmer Switches,Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Dimmer Switches,5,6291358011,,__UNASSIGNED__,Auto-generated placeholder,__UNASSIGNED__,Auto-generated placeholder,init
2249ed7a-8a79-4164-9a9f-a3078ed2c058,RUN_20250627T094801Z_3a52,35,B0006V5PXK,"Lutron Maestro Companion Multi-Location Dimmer Not for Standalone Use MA-R-WH, White White Dimmer",Dimmer Switches,Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Dimmer Switches,5,6291358011,,__UNASSIGNED__,Auto-generated placeholder,__UNASSIGNED__,Auto-generated placeholder,init
2249ed7a-8a79-4164-9a9f-a3078ed2c058,RUN_20250627T094801Z_3a52,9,B00NG0ELL0,"Leviton Decora Slide Dimmer Switch for Dimmable LED, Halogen and Incandescent Bulbs, DSL06-1LZ, White with Ivory and Light Almond Faceplates 1 Pack Dimmer",Dimmer Switches,Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Dimmer Switches,5,6291358011,,__UNASSIGNED__,Auto-generated placeholder,__UNASSIGNED__,Auto-generated placeholder,init
2249ed7a-8a79-4164-9a9f-a3078ed2c058,RUN_20250627T094801Z_3a52,183,B08YMBDGZ8,"Leviton 15 Amp Decora LED Illuminated Light Wall Switch Single-Pole, L5611-2W, White",Light Switches,Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Light Switches,5,6291358011,,__UNASSIGNED__,Auto-generated placeholder,__UNASSIGNED__,Auto-generated placeholder,init
2249ed7a-8a79-4164-9a9f-a3078ed2c058,RUN_20250627T094801Z_3a52,103,B08SJ3Z8XD,"Leviton 15 Amp Decora Antimicrobical Wall Switch Single-Pole, 5601-2AW, White",Light Switches,Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Light Switches,5,6291358011,,__UNASSIGNED__,Auto-generated placeholder,__UNASSIGNED__,Auto-generated placeholder,init
2249ed7a-8a79-4164-9a9f-a3078ed2c058,RUN_20250627T094801Z_3a52,90,B01AFU1KOY,"Decora Smart Dimmer Switch Companion for Multi-Location Dimming (Not for Stand-Alone use), 120/277VAC, 60Hz, DD00R-DLZ, White, Ivory, Light Almond 1 pack Dimmer Companion",Dimmer Switches,Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Dimmer Switches,5,6291358011,,__UNASSIGNED__,Auto-generated placeholder,__UNASSIGNED__,Auto-generated placeholder,init
2249ed7a-8a79-4164-9a9f-a3078ed2c058,RUN_20250627T094801Z_3a52,282,B07PJTLB7Z,"TREATLIFE Smart Dimmer Switch 4 Pack, Smart Switch Works with Alexa and Google Home, 2.4GHz WiFi Dimmer Light Switch for LED, CFL, Incandescent Bulbs, Neutral Wire Required, Single Pole",Dimmer Switches,Industrial & Scientific > Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Dimmer Switches,5,6291358011,,__UNASSIGNED__,Auto-generated placeholder,__UNASSIGNED__,Auto-generated placeholder,init
2249ed7a-8a79-4164-9a9f-a3078ed2c058,RUN_20250627T094801Z_3a52,22,B00A92MQ38,"Lutron Skylark LED+ Dimmer Switch for Dimmable LED, Halogen and Incandescent Bulbs | 150W/Single-Pole or 3-Way | SCL-153P-WH | White White Switch",Dimmer Switches,Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Dimmer Switches,5,6291358011,,__UNASSIGNED__,Auto-generated placeholder,__UNASSIGNED__,Auto-generated placeholder,init
2249ed7a-8a79-4164-9a9f-a3078ed2c058,RUN_20250627T094801Z_3a52,47,B01M3XJUAD,"Lutron Caseta Original Smart Dimmer Switch Kit, 2 Dimmer Switches, 2 Wall Plates, 2 Pico Remotes, and Smart Hub, Works with Alexa, Apple Home, Google Home, 3 Way, 150W, No Neutral, P-BDG-PKG2W-A Deluxe Original Dimmer Kit w/Hub + Remote",Dimmer Switches,Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Dimmer Switches,5,6291358011,,__UNASSIGNED__,Auto-generated placeholder,__UNASSIGNED__,Auto-generated placeholder,init
2249ed7a-8a79-4164-9a9f-a3078ed2c058,RUN_20250627T094801Z_3a52,117,B08W8GLPD5,"Philips Hue Smart Dimmer Switch with Remote, White - 1 Pack - Turns Hue Lights On, Off, Dims or Brightens - Requires Hue Bridge - Easy, No-Wire Installation Dimmer Switch White 1 Pack",Light Switches,Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Light Switches,5,6291358011,,__UNASSIGNED__,Auto-generated placeholder,__UNASSIGNED__,Auto-generated placeholder,init
2249ed7a-8a79-4164-9a9f-a3078ed2c058,RUN_20250627T094801Z_3a52,41,B00JJY1QG0,"Lutron Caseta Smart Lamp Dimmer 3-Way Kit and Pico Remote, for Floor and Table Lamps, for Dimmable LED Lights, 100 Watt, Single-Pole/3-Way, P-PKG1P-WH",Dimmer Switches,,0,unknown,,__UNASSIGNED__,Auto-generated placeholder,__UNASSIGNED__,Auto-generated placeholder,init
2249ed7a-8a79-4164-9a9f-a3078ed2c058,RUN_20250627T094801Z_3a52,75,B07RJ14FBS,Lutron Aurora Smart Bulb Dimmer Switch | for Philips Hue Smart Bulbs | Z3-1BRL-WH-L0 | White,Dimmer Switches,Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Dimmer Switches,5,6291358011,,__UNASSIGNED__,Auto-generated placeholder,__UNASSIGNED__,Auto-generated placeholder,init
2249ed7a-8a79-4164-9a9f-a3078ed2c058,RUN_20250627T094801Z_3a52,191,B0CT3RFY6K,"Lutron Maestro LED+ Dual Dimmer and Switch | 75-Watt LED Bulbs/2.5A Fans, Single-Pole | MACL-L3S25-WH | White 1 Pack",Dimmer Switches,Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Dimmer Switches,5,6291358011,,__UNASSIGNED__,Auto-generated placeholder,__UNASSIGNED__,Auto-generated placeholder,init
